
 num     #instances         #bytes  class name
1806:             1             88  com.hazelcast.internal.ascii.TextCommandServiceImpl
1807:             1             88  com.hazelcast.internal.cluster.impl.DiscoveryJoiner
1808:             1             88  com.hazelcast.internal.networking.nio.NioEventLoopGroup
1809:             1             88  com.hazelcast.internal.partition.impl.InternalPartitionServiceImpl
1810:             1             88  com.hazelcast.spi.impl.NodeEngineImpl
1811:             1             88  com.hazelcast.spi.impl.operationservice.impl.Invocation$Context
1812:             1             88  com.hazelcast.util.executor.LoggingScheduledExecutor
1813:             1             88  com.ruubypay.common.ConditionInfoConfig
1814:             1             88  com.ruubypay.service.impl.OpenBusinessImpl$$EnhancerBySpringCGLIB$$7ed981a2
1815:             1             88  com.ruubypay.service.impl.SignAliImpl$$EnhancerBySpringCGLIB$$3facffe
1816:             1             88  java.net.URLClassLoader
1817:             1             88  org.apache.catalina.authenticator.NonLoginAuthenticator
1818:             1             88  org.mybatis.spring.SqlSessionFactoryBean
1819:             1             88  org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator
1820:             1             88  sun.misc.Launcher$ExtClassLoader
1821:             1             88  sun.nio.cs.CharsetMapping
1822:             2             80  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
1823:             1             80  [Lcom.hazelcast.client.impl.protocol.codec.ClientMessageType;
1824:             2             80  [Lcom.hazelcast.cluster.ClusterState;
1825:             2             80  [Lcom.hazelcast.config.CacheSimpleConfig$ExpiryPolicyFactoryConfig$TimedExpiryPolicyFactoryConfig$ExpiryPolicyType;
1826:             2             80  [Lcom.hazelcast.config.EvictionConfig$MaxSizePolicy;
1827:             1             80  [Ljava.time.temporal.ChronoUnit;
1828:             2             80  [Lorg.apache.ibatis.mapping.SqlCommandType;
1829:             2             80  [Lorg.aspectj.weaver.patterns.NamePattern;
1830:             2             80  [Lorg.codehaus.jackson.annotate.JsonAutoDetect$Visibility;
1831:             2             80  [Lorg.codehaus.jackson.annotate.JsonTypeInfo$Id;
1832:             1             80  [Lorg.jboss.netty.util.internal.ConcurrentHashMap$Segment;
1833:             2             80  [Lorg.springframework.transaction.annotation.Isolation;
1834:             2             80  com.alibaba.fastjson.support.jaxrs.FastJsonProvider
1835:             2             80  com.aliyun.openservices.ons.api.impl.authority.SessionCredentials
1836:             2             80  com.aliyun.openservices.ons.api.impl.rocketmq.ProducerImpl
1837:             5             80  com.aliyun.openservices.shade.com.alibaba.rocketmq.logging.inner.Appender$AppenderPipelineImpl
1838:             2             80  com.aliyun.openservices.shade.io.netty.util.Signal
1839:             1             80  com.hazelcast.cache.impl.CacheService
1840:             2             80  com.hazelcast.config.HotRestartPersistenceConfig
1841:             2             80  com.hazelcast.config.MulticastConfig
1842:             2             80  com.hazelcast.config.NativeMemoryConfig
1843:             2             80  com.hazelcast.config.SecurityConfig
1844:             2             80  com.hazelcast.config.UserCodeDeploymentConfig
1845:             2             80  com.hazelcast.internal.networking.nio.NioChannel
1846:             2             80  com.hazelcast.map.impl.query.QueryResultSizeLimiter
1847:             1             80  com.hazelcast.spi.impl.eventservice.impl.EventServiceImpl
1848:             5             80  com.hazelcast.spi.impl.eventservice.impl.TrueEventFilter
1849:             5             80  com.hazelcast.version.Version
1850:             2             80  com.mysql.jdbc.util.ReadAheadInputStream
1851:             1             80  com.ruubypay.service.impl.BusinessImpl$$EnhancerBySpringCGLIB$$5c0fc0c3
1852:             1             80  com.ruubypay.service.impl.CodeConditionQueryImpl$$EnhancerBySpringCGLIB$$219dbebd
1853:             1             80  com.ruubypay.service.impl.OrderImpl$$EnhancerBySpringCGLIB$$c2b048cb
1854:             1             80  com.ruubypay.service.impl.RepayImpl$$EnhancerBySpringCGLIB$$1be99db2
1855:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1856:             2             80  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
1857:             2             80  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
1858:             2             80  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
1859:             1             80  com.sun.org.apache.xerces.internal.impl.xs.models.XSDFACM
1860:             2             80  com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
1861:             5             80  com.sun.proxy.$Proxy36
1862:             5             80  com.sun.proxy.$Proxy67
1863:             2             80  com.sun.xml.internal.stream.util.BufferAllocator
1864:             2             80  java.io.ExpiringCache
1865:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
1866:             2             80  java.util.Locale$Category
1867:             2             80  javassist.ClassPool
1868:             5             80  javax.security.auth.x500.X500Principal
1869:             1             80  org.apache.catalina.core.StandardWrapperValve
1870:             2             80  org.apache.catalina.mbeans.ContainerMBean
1871:             1             80  org.apache.catalina.startup.Tomcat$1
1872:             1             80  org.apache.catalina.webresources.StandardRoot
1873:             1             80  org.aspectj.weaver.ResolvedType$Missing
1874:             2             80  org.aspectj.weaver.patterns.EllipsisTypePattern
1875:             2             80  org.jboss.resteasy.core.interception.ReaderInterceptorRegistry
1876:             2             80  org.jboss.resteasy.core.interception.WriterInterceptorRegistry
1877:             1             80  org.springframework.beans.BeanWrapperImpl
1878:             5             80  org.springframework.beans.factory.support.ConstructorResolver$AutowiredArgumentMarker
1879:             5             80  org.springframework.core.SerializableTypeWrapper$1
1880:             2             80  sun.management.MemoryManagerImpl
1881:             2             80  sun.util.logging.resources.logging
1882:             3             72  [Lcom.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.protocol.SerializeType;
1883:             1             72  [Lcom.fasterxml.jackson.core.JsonToken;
1884:             3             72  [Lcom.fasterxml.jackson.jaxrs.cfg.Annotations;
1885:             1             72  [Lcom.hazelcast.client.impl.protocol.codec.AtomicLongMessageType;
1886:             1             72  [Lcom.hazelcast.client.impl.protocol.codec.SetMessageType;
1887:             1             72  [Lcom.ruubypay.common.enumpackage.PayChannelEnum2;
1888:             3             72  [Lcom.ruubypay.ratelimit.annotation.RateLimitKey;
1889:             3             72  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSGroupDecl;
1890:             1             72  [Lcom.sun.org.apache.xml.internal.dtm.ref.ExtendedType;
1891:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
1892:             1             72  [Ljavax.management.openmbean.SimpleType;
1893:             1             72  [Lnet.logstash.logback.encoder.org.apache.commons.lang.time.FastDateFormat$Rule;
1894:             1             72  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
1895:             1             72  [Lorg.aspectj.weaver.Shadow$Kind;
1896:             1             72  [Lorg.codehaus.jackson.JsonToken;
1897:             1             72  [Lorg.jboss.resteasy.spi.metadata.Parameter$ParamType;
1898:             3             72  [Lorg.springframework.core.annotation.AnnotationAttributes;
1899:             2             72  [Lsun.security.jca.ProviderConfig;
1900:             1             72  ch.qos.logback.core.ConsoleAppender
1901:             3             72  ch.qos.logback.core.joran.action.ActionUtil$Scope
1902:             3             72  ch.qos.logback.core.joran.action.NOPAction
1903:             3             72  ch.qos.logback.core.joran.action.PropertyAction
1904:             3             72  ch.qos.logback.core.rolling.helper.CompressionMode
1905:             3             72  ch.qos.logback.core.spi.FilterReply
1906:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1907:             3             72  com.alibaba.com.caucho.hessian.io.SqlDateDeserializer
1908:             3             72  com.alibaba.com.caucho.hessian.io.StringValueDeserializer
1909:             1             72  com.alibaba.dubbo.rpc.StaticContext
1910:             3             72  com.aliyun.openservices.ons.api.impl.authority.SigningAlgorithm
1911:             3             72  com.aliyun.openservices.ons.api.impl.rocketmq.ONSChannel
1912:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.client.impl.ClientRemotingProcessor
1913:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.client.impl.CommunicationMode
1914:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.client.producer.LocalTransactionState
1915:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.common.namesrv.TopAddressing
1916:             1             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.logging.inner.LoggingBuilder$RollingFileAppender
1917:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.common.TlsMode
1918:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.netty.NettyEncoder
1919:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.netty.NettyRemotingClient$1
1920:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.netty.NettyRemotingClient$4
1921:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.netty.NettyRemotingClient$ChannelWrapper
1922:             3             72  com.aliyun.openservices.shade.com.alibaba.rocketmq.remoting.netty.NettyRemotingClient$NettyConnectManageHandler
1923:             3             72  com.aliyun.openservices.shade.io.netty.channel.AbstractChannelHandlerContext$16
1924:             3             72  com.aliyun.openservices.shade.io.netty.channel.SucceededChannelFuture
1925:             3             72  com.aliyun.openservices.shade.io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe$1
1926:             3             72  com.aliyun.openservices.shade.io.netty.handler.timeout.IdleStateHandler$AllIdleTimeoutTask
1927:             1             72  com.aliyun.openservices.shade.io.netty.util.ResourceLeakDetector
1928:             3             72  com.dangdang.config.service.ConfigProfile$KeyLoadingMode
1929:             3             72  com.fasterxml.jackson.core.JsonFactory$Feature
1930:             1             72  com.fasterxml.jackson.core.util.InternCache
1931:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1932:             3             72  com.google.common.base.CharMatcher$13
1933:             3             72  com.google.common.base.CharMatcher$RangesMatcher
1934:             1             72  com.hazelcast.client.impl.ClientEngineImpl
1935:             3             72  com.hazelcast.client.impl.protocol.codec.TopicMessageType
1936:             3             72  com.hazelcast.client.impl.protocol.codec.TransactionMessageType
1937:             3             72  com.hazelcast.client.impl.protocol.codec.TransactionalListMessageType
1938:             3             72  com.hazelcast.client.impl.protocol.codec.TransactionalSetMessageType
1939:             3             72  com.hazelcast.config.AbstractConfigBuilder$ConfigType
1940:             3             72  com.hazelcast.config.CredentialsFactoryConfig
1941:             3             72  com.hazelcast.config.HotRestartClusterDataRecoveryPolicy
1942:             3             72  com.hazelcast.config.InMemoryFormat
1943:             3             72  com.hazelcast.config.PermissionPolicyConfig
1944:             3             72  com.hazelcast.config.UserCodeDeploymentConfig$ProviderMode
1945:             3             72  com.hazelcast.instance.NodeState
1946:             1             72  com.hazelcast.internal.cluster.impl.ClusterServiceImpl
1947:             3             72  com.hazelcast.internal.diagnostics.HealthMonitorLevel
1948:             1             72  com.hazelcast.internal.management.ManagementCenterService
1949:             3             72  com.hazelcast.internal.memory.GlobalMemoryAccessorType
1950:             3             72  com.hazelcast.internal.metrics.ProbeLevel
1951:             1             72  com.hazelcast.internal.nearcache.impl.invalidation.RepairingTask
1952:             3             72  com.hazelcast.internal.networking.nio.SelectorMode
1953:             3             72  com.hazelcast.internal.partition.impl.InternalMigrationListener$MigrationParticipant
1954:             1             72  com.hazelcast.internal.partition.impl.PartitionReplicaManager
1955:             1             72  com.hazelcast.map.impl.MapService
1956:             1             72  com.hazelcast.map.impl.eviction.ExpirationManager
1957:             3             72  com.hazelcast.query.impl.IndexCopyBehavior
1958:             3             72  com.hazelcast.spi.impl.operationexecutor.impl.DefaultOperationQueue
1959:             1             72  com.hazelcast.spi.impl.operationexecutor.slowoperationdetector.SlowOperationDetector
1960:             3             72  com.hazelcast.transaction.TransactionOptions$TransactionType
1961:             3             72  com.hazelcast.util.ConcurrentReferenceHashMap$ReferenceType
1962:             3             72  com.ruubypay.common.enumpackage.DatabaseCardTypeEnum
1963:             3             72  com.ruubypay.common.enumpackage.PayChannelPostionEnum
1964:             3             72  com.ruubypay.config.ConfigBind$$EnhancerBySpringCGLIB$$4c44139a$$FastClassBySpringCGLIB$$9cef5549
1965:             3             72  com.ruubypay.config.ConfigBind$$FastClassBySpringCGLIB$$26f956e9
1966:             3             72  com.ruubypay.config.DataSourceConfig$$EnhancerBySpringCGLIB$$8a67ed82$$FastClassBySpringCGLIB$$40e4200b
1967:             3             72  com.ruubypay.config.DataSourceConfig$$FastClassBySpringCGLIB$$75aaf8d1
1968:             3             72  com.ruubypay.config.toolkit.extension.HotLoadConfig
1969:             1             72  com.ruubypay.service.impl.CancelPayChannelImpl$$EnhancerBySpringCGLIB$$910b7738
1970:             1             72  com.ruubypay.service.impl.RealTimeRepayImpl$$EnhancerBySpringCGLIB$$ad331c7
1971:             1             72  com.ruubypay.service.impl.SignWeChatImpl$$EnhancerBySpringCGLIB$$6898ecc6
1972:             1             72  java.awt.geom.AffineTransform
1973:             3             72  java.lang.annotation.RetentionPolicy
1974:             3             72  java.lang.reflect.Proxy$KeyX
1975:             3             72  java.lang.reflect.ReflectPermission
1976:             3             72  java.net.Proxy$Type
1977:             3             72  java.sql.DriverInfo
1978:             3             72  java.time.Instant
1979:             3             72  java.time.ZoneOffset
1980:             3             72  java.util.Base64$Encoder
1981:             1             72  java.util.ResourceBundle$RBClassLoader
1982:             3             72  java.util.TaskQueue
1983:             3             72  java.util.Timer
1984:             3             72  java.util.concurrent.atomic.AtomicMarkableReference$Pair
1985:             1             72  java.util.logging.LogManager$RootLogger
1986:             3             72  javax.management.NotificationBroadcasterSupport
1987:             3             72  javax.servlet.SessionTrackingMode
1988:             3             72  net.logstash.logback.composite.CompositeJsonFormatter$1
1989:             3             72  org.apache.catalina.core.ApplicationMapping
1990:             1             72  org.apache.catalina.core.StandardService
1991:             3             72  org.apache.catalina.util.ParameterMap
1992:             3             72  org.apache.catalina.webresources.EmptyResource
1993:             3             72  org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus
1994:             3             72  org.apache.coyote.http11.filters.ChunkedOutputFilter
1995:             3             72  org.apache.coyote.http11.filters.GzipOutputFilter
1996:             3             72  org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
1997:             3             72  org.apache.curator.framework.imps.CuratorFrameworkState
1998:             3             72  org.apache.curator.framework.state.ConnectionStateManager$State
1999:             3             72  org.apache.ibatis.mapping.ParameterMode
2000:             3             72  org.apache.ibatis.mapping.StatementType
2001:             3             72  org.apache.ibatis.scripting.xmltags.TextSqlNode
2002:             3             72  org.apache.ibatis.session.AutoMappingBehavior
2003:             3             72  org.apache.ibatis.session.ExecutorType
2004:             3             72  org.apache.ibatis.type.ByteTypeHandler
2005:             3             72  org.apache.ibatis.type.DoubleTypeHandler
2006:             3             72  org.apache.ibatis.type.FloatTypeHandler
2007:             3             72  org.apache.ibatis.type.IntegerTypeHandler
2008:             3             72  org.apache.ibatis.type.LongTypeHandler
2009:             3             72  org.apache.ibatis.type.ShortTypeHandler
2010:             3             72  org.apache.tomcat.util.http.ServerCookies
2011:             3             72  org.apache.tomcat.util.http.parser.SkipResult
2012:             3             72  org.apache.tomcat.util.net.AbstractEndpoint$BindState
2013:             3             72  org.apache.tomcat.util.net.NioEndpoint$SocketProcessor
2014:             3             72  org.apache.tomcat.util.net.SendfileState
2015:             3             72  org.apache.tomcat.util.net.SocketBufferHandler
2016:             3             72  org.apache.zookeeper.data.ACL
2017:             3             72  org.aspectj.weaver.patterns.Pointcut$State
2018:             3             72  org.codehaus.jackson.map.deser.impl.BeanPropertyMap
2019:             3             72  org.codehaus.jackson.map.ser.impl.PropertySerializerMap$Single
2020:             3             72  org.codehaus.jackson.util.BufferRecycler$ByteBufferType
2021:             3             72  org.jboss.netty.channel.socket.nio.SocketSendBufferPool
2022:             3             72  org.jboss.netty.channel.socket.nio.SocketSendBufferPool$Preallocation
2023:             3             72  org.jboss.resteasy.core.registry.ClassNode
2024:             3             72  org.jboss.resteasy.core.registry.RootNode
2025:             3             72  org.jboss.resteasy.logging.Logger$LoggerType
2026:             3             72  org.springframework.beans.factory.annotation.Autowire
2027:             3             72  org.springframework.cglib.core.AbstractClassGenerator$Source
2028:             3             72  org.springframework.expression.spel.SpelCompilerMode
2029:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
2030:             3             72  sun.misc.Signal
2031:             3             72  sun.net.www.protocol.http.HttpURLConnection$TunnelState
2032:             3             72  sun.reflect.generics.repository.FieldRepository
2033:             3             72  sun.security.provider.DSAParameters
2034:             3             72  sun.security.provider.NativePRNG$Variant
2035:             3             72  sun.security.provider.PolicyFile$PolicyEntry
2036:             3             72  sun.security.util.DisabledAlgorithmConstraints
2037:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
2038:             3             72  sun.util.resources.ParallelListResourceBundle$KeySet
2039:             2             64  [Lcom.aliyun.openservices.shade.io.netty.util.ResourceLeakDetector$Level;
2040:             2             64  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
2041:             1             64  [Lcom.hazelcast.client.impl.protocol.codec.AtomicReferenceMessageType;
2042:             2             64  [Lcom.hazelcast.config.EvictionPolicy;
2043:             2             64  [Lcom.hazelcast.config.InMemoryFormat;
2044:             2             64  [Lcom.hazelcast.internal.diagnostics.HealthMonitorLevel;
2045:             2             64  [Lcom.hazelcast.internal.memory.GlobalMemoryAccessorType;
2046:             2             64  [Lcom.hazelcast.internal.metrics.ProbeLevel;
2047:             1             64  [Lcom.hazelcast.nio.ConnectionType;
2048:             2             64  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
2049:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
2050:             2             64  [Ljava.lang.annotation.RetentionPolicy;
2051:             2             64  [Ljavax.servlet.SessionTrackingMode;
2052:             1             64  [Lorg.apache.catalina.LifecycleState;
2053:             1             64  [Lorg.apache.curator.framework.api.CuratorEventType;
2054:             2             64  [Lorg.apache.ibatis.mapping.StatementType;
2055:             3             64  [Lorg.aspectj.weaver.TypeVariable;
2056:             2             64  [Lorg.codehaus.jackson.annotate.JsonTypeInfo$As;
2057:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
2058:             2             64  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
2059:             2             64  [Lsun.nio.fs.NativeBuffer;
2060:             2             64  ch.qos.logback.classic.joran.action.LevelAction
2061:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
2062:             2             64  ch.qos.logback.core.rolling.helper.Compressor
2063:             4             64  com.alibaba.dubbo.common.serialize.support.hessian.Hessian2ObjectInput
2064:             4             64  com.alibaba.dubbo.common.serialize.support.hessian.Hessian2ObjectOutput
2065:             1             64  com.alibaba.dubbo.common.utils.LRUCache
2066:             1             64  com.alibaba.dubbo.config.ApplicationConfig
2067:             4             64  com.alibaba.dubbo.remoting.exchange.support.MultiMessage
2068:             4             64  com.alibaba.dubbo.rpc.protocol.ProtocolFilterWrapper
2069:             4             64  com.alibaba.dubbo.rpc.protocol.ProtocolListenerWrapper
2070:             2             64  com.aliyun.openservices.shade.com.alibaba.fastjson.parser.deserializer.EnumDeserializer
2071:             2             64  com.fasterxml.jackson.databind.type.HierarchicType
2072:             1             64  com.google.common.cache.CacheStats
2073:             4             64  com.google.gson.TypeAdapter$1
2074:             2             64  com.hazelcast.config.DiscoveryConfig
2075:             2             64  com.hazelcast.config.JoinConfig
2076:             2             64  com.hazelcast.config.ManagementCenterConfig
2077:             2             64  com.hazelcast.config.MemberAddressProviderConfig
2078:             2             64  com.hazelcast.config.TcpIpConfig
2079:             2             64  com.hazelcast.internal.cluster.impl.MemberMap
2080:             1             64  com.hazelcast.internal.management.ConsoleCommandHandler$ConsoleHandlerApp
2081:             1             64  com.hazelcast.internal.metrics.metricsets.GarbageCollectionMetricSet$GcStats
2082:             2             64  com.hazelcast.internal.nearcache.impl.invalidation.MetaDataGenerator
2083:             1             64  com.hazelcast.internal.partition.MigrationInfo
2084:             1             64  com.hazelcast.map.impl.nearcache.MapNearCacheManager
2085:             1             64  com.hazelcast.memory.DefaultGarbageCollectorStats
2086:             2             64  com.hazelcast.nio.tcp.MemberChannelInboundHandler
2087:             1             64  com.hazelcast.nio.tcp.TcpIpAcceptor
2088:             1             64  com.hazelcast.spi.impl.executionservice.impl.ExecutionServiceImpl
2089:             4             64  com.hazelcast.spi.impl.operationservice.impl.InvocationConstant
2090:             2             64  com.hazelcast.spi.impl.operationservice.impl.InvocationMonitor$ProcessOperationControlTask
2091:             4             64  com.hazelcast.version.MemberVersion
2092:             2             64  com.mysql.jdbc.JDBC4DatabaseMetaData
2093:             1             64  com.ruubypay.config.DataSourceConfig$$EnhancerBySpringCGLIB$$8a67ed82
2094:             2             64  com.ruubypay.ratelimit.Rule
2095:             1             64  com.ruubypay.service.impl.DangerControllImpl
2096:             1             64  com.ruubypay.service.impl.OpenFaceVerifyBusinessImpl
2097:             1             64  com.ruubypay.service.impl.PayChannelImpl
2098:             1             64  com.ruubypay.service.impl.SignCMBImpl$$EnhancerBySpringCGLIB$$dfa8cd58
2099:             1             64  com.ruubypay.service.impl.SignICBCImpl$$EnhancerBySpringCGLIB$$d8fd4c1b
2100:             1             64  com.ruubypay.service.impl.SignJDImpl$$EnhancerBySpringCGLIB$$a5e0721a
2101:             1             64  com.ruubypay.service.impl.UnionPayImpl$$EnhancerBySpringCGLIB$$8e39a5bc
2102:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
2103:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
2104:             1             64  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
2105:             2             64  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
2106:             1             64  com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$XSAnyType
2107:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
2108:             4             64  com.sun.org.apache.xml.internal.serializer.CharInfo$CharKey
2109:             4             64  com.sun.proxy.$Proxy58
2110:             4             64  com.sun.proxy.$Proxy63
2111:             2             64  java.io.DataInputStream
2112:             2             64  java.io.DataOutputStream
2113:             2             64  java.io.PrintStream
2114:             2             64  java.lang.ClassValue$Entry
2115:             2             64  java.lang.Exception
2116:             2             64  java.lang.VirtualMachineError
2117:             2             64  java.lang.ref.ReferenceQueue$Null
2118:             4             64  java.util.Collections$UnmodifiableCollection
2119:             4             64  net.logstash.logback.encoder.org.apache.commons.lang.time.FastDateFormat$TwoDigitNumberField
2120:             2             64  net.logstash.logback.marker.ObjectAppendingMarker
2121:             1             64  org.apache.catalina.core.ApplicationContext
2122:             1             64  org.apache.catalina.loader.WebappLoader
2123:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
2124:             1             64  org.apache.catalina.webresources.DirResourceSet
2125:             2             64  org.apache.curator.retry.ExponentialBackoffRetry
2126:             2             64  org.apache.zookeeper.proto.ReplyHeader
2127:             1             64  org.aspectj.weaver.WildcardedUnresolvedType
2128:             2             64  org.aspectj.weaver.internal.tools.PointcutExpressionImpl
2129:             2             64  org.codehaus.jackson.map.BeanProperty$Std
2130:             1             64  org.codehaus.jackson.sym.BytesToNameCanonicalizer
2131:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
2132:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
2133:             4             64  org.springframework.core.convert.support.CollectionToStringConverter
2134:             1             64  org.springframework.core.type.classreading.CachingMetadataReaderFactory$1
2135:             2             64  org.springframework.expression.spel.SpelParserConfiguration
2136:             2             64  org.springframework.util.PropertyPlaceholderHelper
2137:             4             64  sun.net.www.protocol.jar.Handler
2138:             2             64  sun.nio.ch.ServerSocketAdaptor
2139:             2             64  sun.nio.fs.NativeBuffer
2140:             2             64  sun.reflect.UnsafeLongFieldAccessorImpl
2141:             2             64  sun.security.util.MemoryCache
2142:             2             64  sun.security.x509.PrivateKeyUsageExtension
2143:             2             64  sun.security.x509.SubjectAlternativeNameExtension
2144:             1             56  [Lcom.alibaba.druid.pool.PreparedStatementPool$MethodType;
2145:             1             56  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
2146:             1             56  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
2147:             1             56  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
2148:             1             56  [Lcom.google.gson.stream.JsonToken;
2149:             1             56  [Lcom.hazelcast.cache.CacheEventType;
2150:             1             56  [Lcom.hazelcast.client.impl.protocol.codec.RingbufferMessageType;
2151:             1             56  [Lcom.hazelcast.core.LifecycleEvent$LifecycleState;
2152:             1             56  [Lcom.ruubypay.common.enumpackage.PayChannelNameEnum;
2153:             1             56  [Lcom.ruubypay.common.enumpackage.PayChannelStatusEnumChange;
2154:             1             56  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit;
2155:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType;
2156:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.dv.XSSimpleType;
2157:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.xs.util.XInt;
2158:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit;
2159:             1             56  [Ljava.lang.Runnable;
2160:             1             56  [Ljava.text.Format;
2161:             1             56  [Ljava.util.Locale;
2162:             1             56  [Ljavassist.CtClass;
2163:             3             56  [Lorg.apache.catalina.mapper.Mapper$MappedWrapper;
2164:             3             56  [Lorg.aspectj.weaver.tools.PointcutParameter;
2165:             1             56  [Lorg.codehaus.jackson.JsonParser$Feature;
2166:             1             56  [Lsun.util.logging.PlatformLogger$Level;
2167:             1             56  com.alibaba.druid.mock.MockDriver
2168:             1             56  com.alibaba.dubbo.common.serialize.support.hessian.Hessian2SerializerFactory
2169:             1             56  com.alibaba.dubbo.rpc.protocol.dubbo.DubboProtocol
2170:             1             56  com.hazelcast.internal.diagnostics.Diagnostics
2171:             1             56  com.hazelcast.internal.networking.nio.iobalancer.IOBalancer
2172:             1             56  com.hazelcast.map.impl.query.MapQueryEngineImpl
2173:             1             56  com.hazelcast.map.impl.query.QueryRunner
2174:             1             56  com.hazelcast.replicatedmap.impl.ReplicatedMapService
2175:             1             56  com.hazelcast.spi.impl.operationservice.impl.InboundResponseHandler
2176:             1             56  com.hazelcast.util.collection.Int2ObjectHashMap
2177:             1             56  com.ruubypay.config.ConfigBind$$EnhancerBySpringCGLIB$$4c44139a
2178:             1             56  com.ruubypay.service.impl.CardBindOperateImpl$$EnhancerBySpringCGLIB$$e27e79f4
2179:             1             56  com.ruubypay.service.impl.MessageImpl$$EnhancerBySpringCGLIB$$d6b7c7a4
2180:             1             56  com.ruubypay.service.impl.OpenBusinessImpl
2181:             1             56  com.ruubypay.service.impl.SignAliImpl
2182:             1             56  com.ruubypay.service.impl.StationInfoImpl$$EnhancerBySpringCGLIB$$2af1e73f
2183:             1             56  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl
2184:             1             56  java.util.logging.ConsoleHandler
2185:             1             56  java.util.logging.LogManager
2186:             1             56  org.I0Itec.zkclient.ZkClient
2187:             1             56  org.apache.catalina.valves.ErrorReportValve
2188:             1             56  org.apache.catalina.webresources.Cache
2189:             1             56  org.apache.coyote.RequestGroupInfo
2190:             1             56  org.apache.curator.x.discovery.ServiceInstance
2191:             1             56  org.apache.ibatis.ognl.ASTProperty
2192:             1             56  org.apache.tomcat.util.net.NioSelectorPool
2193:             1             56  org.apache.tomcat.util.scan.StandardJarScanFilter
2194:             1             56  org.apache.tomcat.util.threads.TaskQueue
2195:             1             56  org.codehaus.jackson.map.ObjectMapper
2196:             1             56  org.codehaus.jackson.map.ser.StdSerializerProvider
2197:             1             56  org.codehaus.jackson.util.InternCache
2198:             1             56  org.jboss.netty.channel.socket.nio.NioClientBoss
2199:             1             56  org.jboss.netty.util.HashedWheelTimer
